,X,Y,Z,DBH
0,1.799999898850912,14.894269922602989,0.04765562033534376,0.37015047669410706
1,1.7431794122443591,2.2215036771035503,-0.17505145781779463,0.2658884525299072
2,8.758485750268505,-3.8877639001645226,-0.11397316335176222,0.2289450466632843
3,2.7001239695450483,-0.9684512842152342,-0.1819170631307503,0.22611381113529205
4,1.2079918254504054,-7.569415672442274,-0.16174726017082675,0.21677638590335846
5,2.7976881212356597,-8.597352014401952,-0.13694941242216419,0.2028898298740387
6,-6.542425489046525,10.091535175884566,-0.05252791731778572,0.24635757505893707
7,2.855155872310518,6.0039141566174425,-0.13168356025543337,0.19489134848117828
8,13.050334928654461,-2.6116520983777485,-0.05410211296533629,0.18730467557907104
9,10.356942218567532,-8.122411883938637,-0.04716635601042385,0.20160792768001556
10,6.142670283854271,13.970507068939398,0.03872362618938374,0.22716161608695984
11,-8.407754516169426,-1.3184532961607007,-0.1880860373707971,0.22367900609970093
12,5.396832626409852,4.951570419068038,-0.1299080018462051,0.19818638265132904
13,-9.780399490136473,9.069332350878524,-0.04049584840948239,0.2221137434244156
14,-13.310129801680581,2.7452362011246945,-0.11331331632473152,0.1959439069032669
15,-9.583109660078941,3.64791140586932,-0.1384933084645814,0.18812128901481628
16,8.941736003713766,2.4967814979035934,-0.11501791698404662,0.19637304544448853
17,6.414158703743597,-17.955151282460175,0.10238494750500182,0.1878008395433426
18,14.792240600035047,10.346146077997124,0.05127834477375548,0.24062122404575348
19,2.133562657131254,11.118910343276067,-0.046766578188762065,0.24207943677902222
20,-11.347385763496703,-6.868869941686478,-0.16713565603753922,0.19460006058216095
21,6.905397510549053,-1.733276728236095,-0.14474825881015052,0.15504778921604156
22,-8.495642718660784,10.798619600964715,-0.01044026407857257,0.16325771808624268
23,20.811136247150554,7.9450396135654415,0.13387650531725392,0.18097402155399323
24,-1.8512879049579924,-3.9349615616714892,-0.19916073890307673,0.1575268656015396
25,18.580586775484406,5.785156282157122,0.06448717613364985,0.19243066012859344
26,11.868799979946655,-10.778844346462751,0.025072763926162756,0.1457887589931488
27,-14.077608692060684,6.833554740716529,-0.036324554145097165,0.15292075276374817
28,-8.124889922532507,13.937076115618485,0.06477910303837331,0.18125642836093903
29,-4.012040154807596,-15.20187073950362,-0.06671848283547543,0.2139887809753418
30,7.936330601024452,-15.704510475879161,0.06593216212964159,0.19515898823738098
31,18.45991614625924,2.702647070980879,0.048480776711446794,0.16955922544002533
32,13.077420773173458,-9.454257809001353,0.02274774619538311,0.2102384865283966
33,6.362778700294515,-11.512857746597854,-0.05311077545108733,0.18952591717243195
34,-2.4504118575404314,-4.587256444773104,-0.19826380268596155,0.19446183741092682
35,14.968925898964903,1.1613039870590096,-0.02564086222679718,0.15951581299304962
36,8.787539677544885,12.19436843375247,0.01733970278173591,0.18956631422042847
37,8.831296021248301,8.508697464501404,-0.05255255937851455,0.19631126523017883
38,-14.435483150562497,0.8098201669187652,-0.12040891874964776,0.14363214373588562
39,-19.765087175546213,-5.949518033686543,-0.07386889127203222,0.14736169576644897
40,-14.331889554830306,-1.9555760864675704,-0.14102064425522243,0.1694365292787552
41,9.546069652791862,-15.017006690353254,0.07491157114474079,0.17204192280769348
42,-18.73823351594358,-8.74008854642873,-0.07991067744940739,0.20374846458435059
43,1.3679564601891723,-8.029800391688164,-0.15532850670431797,0.13495531678199768
44,-16.347415500254627,-6.958691350552418,-0.11928670258742047,0.1401439756155014
45,-11.952289849515072,4.533921835986813,-0.10288451934158926,0.15211577713489532
46,-9.739312804378892,4.343371534870836,-0.1279559382457922,0.11437158286571503
47,-20.622219632377107,-6.5929640150341235,-0.058185759782654944,0.14338810741901398
48,-11.109065537524733,0.8503305854169768,-0.15559537232933351,0.15191031992435455
49,-15.54323558456994,1.1796819325695747,-0.10160251154243394,0.3540157973766327
50,-11.767258718665802,9.482254217269334,-0.008188230959880416,0.16051062941551208
51,-5.987543810330907,-9.859753395110197,-0.16029609718413163,0.11986210942268372
52,-4.90644214625176,-7.922734823751123,-0.18017431587632582,0.1545836478471756
53,-15.000232889669814,-7.697687302265934,-0.13135002897709613,0.1264466941356659
54,-3.8055736017759685,2.533859650700013,-0.17894572164560785,0.12214300036430359
55,-1.2717837898744169,-12.729942556183355,-0.10407763189300234,0.17392945289611816
56,-16.94300541317244,-8.965219732322053,-0.1013702911592933,0.10223478823900223
57,7.26721669094559,-20.17295386387949,0.19121988698827064,0.12109555304050446
58,-10.31190865055881,-9.76138952008199,-0.1508211848522727,0.11507890373468399
59,-11.246133114188721,10.919255006733568,0.021010193055118975,0.07241158187389374
60,12.051050093714284,-4.1464786586430575,-0.06095790558056402,0.11548999696969986
61,-7.780701309311803,-5.908224305681056,-0.18999857622117977,0.3855817914009094
62,-12.794414661193988,8.531191693836151,-0.016917462821271156,0.0977858230471611
63,6.07596343597005,-6.106306118422114,-0.13073934852881908,0.06102166697382927
64,-13.772321592869922,-4.64406054165916,-0.15230967303942222,0.190468430519104
65,0.4659433834546855,-8.288518242528639,-0.15870335091119014,0.09773378819227219
66,-14.747588144218538,-10.383100951917044,-0.11331705203405273,0.13082459568977356
67,-9.935828744425857,-5.165098332032609,-0.1820825103061705,0.06193270906805992
68,9.323858594372293,0.5496968433346916,-0.11555850543087165,0.08827907592058182
69,-2.4648241733769,-15.124583651861908,-0.06088151246791007,0.08501054346561432
70,9.517255500062781,-4.4319727475506205,-0.09761821161134199,0.09263142943382263
71,-10.966570562707679,-4.008516921970937,-0.17709365594684057,0.12553907930850983
72,4.356612959233187,4.970741024725534,-0.13471890522738383,0.16469509899616241
73,-5.813859742379824,1.9559653385351217,-0.1787823189125286,0.11877512186765671
74,-4.328276344486922,-13.371712596299929,-0.10360546677517402,0.09949225187301636
75,-9.047200406391847,-3.8825980600154693,-0.1891947742518545,0.10320314764976501
76,-7.065671653050862,17.40346226567655,0.17545792493756496,0.05854165926575661
77,-15.382785570451746,1.3055326353614634,-0.10159700096317947,0.097333163022995
78,-5.929124626592351,1.9265489342512923,-0.17268975352540195,0.11799522489309311
79,-4.392835094939645,0.06938177500159064,-0.19584483177713818,0.04982642084360123
80,-7.055950450068612,17.96184760387663,0.19063125324821795,0.08709580451250076
81,2.5774365679053313,-4.993804476823483,-0.1723137403459667,0.13094793260097504
82,-6.220365474207703,3.3470897713411385,-0.16541561875185185,0.09745269268751144
83,-6.310811482526209,-0.8333217853661173,-0.19529898993083772,0.06634750217199326
84,-2.8768464827986637,3.1754992584864596,-0.17379741564215956,0.09602349996566772
85,14.084670616343715,-6.710362522460277,0.003554211164579435,0.07550197839736938
86,-6.448719939748552,17.154090713797757,0.16659628504051893,0.054595693945884705
87,10.17010396993238,3.6392409281854508,-0.10259730188522842,0.1969176083803177
88,-8.866011916745999,1.3777725831850343,-0.16697294200868384,0.0776485875248909
89,13.397207390495957,5.292405307091094,-0.031413785533295435,0.08135128766298294
90,6.5493953460709875,6.279441891456027,-0.10402865258732641,0.10155574232339859
91,-15.188849455826313,-2.630138364527884,-0.13278736028644755,0.07726774364709854
